country_code_3,country_name,year,v2x_partipdem,v2x_delibdem,v2x_cspart,v2xeg_eqaccess,v2x_libdem,transition_capacity_score
LTU,Lithuania,2025,0.0006369913623971259,0.7635361155327933,0.848786717752235,0.9692291912405765,0.8054166572391791,0.6269974975462079
LUX,Luxembourg,2025,0.7082579560221163,0.9504002583800492,0.9744572158365262,0.9364069952305246,0.8789510600266986,0.8818597050564301
MKD,North Macedonia,2025,0.45091344561367747,0.4290262301889403,0.5524904214559387,0.541514949484589,0.42303776274407767,0.47516591007614223
MYS,Malaysia,2025,0.3859403266491706,0.419798371282903,0.7711366538952746,0.654341248269142,0.4015430911600335,0.5140446561764497
MLT,Malta,2025,0.6738604224526715,0.7404664682677,0.000582375478927203,0.904610492845787,0.7024684933366518,0.5947600457032441
MUS,Mauritius,2025,0.6127092516625474,0.7646895978960481,0.8722860791826309,0.6502384737678856,0.7228318664162726,0.7247674792537988
MNE,Montenegro,2025,0.5133385991285958,0.6008951023138855,0.7231162196679438,0.8143494538181445,0.000497771341946286,0.5454087530682228
NZL,New Zealand,2025,0.7401075241419726,0.7427734329942094,0.6699872286079183,0.8246063900712857,0.8902640450709324,0.7619482502769619
NOR,Norway,2025,0.8127245394552449,0.9953860705469811,0.9938697318007663,1.0,0.9581419553363351,0.9445228921611601
OMN,Oman,2025,7.64389634876551e-05,0.08413500357579531,0.32464878671775227,0.33740191804707936,9.050388035387019e-05,0.1366064812674862
PRY,Paraguay,2025,0.4356256529161464,0.3632777354834244,0.49425287356321845,0.4440740550797477,0.4253003597529244,0.4289825840374372
ROU,Romania,2025,0.5299003745509211,0.3390546058550764,0.6699872286079183,0.8256320836965998,0.5248546281421816,0.5538091975989002
STP,Sao Tome and Principe,2025,0.49805080643106475,0.4797794541721456,0.6893997445721584,0.0007077286014667419,0.5870760458854674,0.47050508023827436
SAU,Saudi Arabia,2025,0.03304711188116289,0.08298152121254064,0.0,0.19995897225498743,0.05310315179763332,0.066966476881319
SRB,Serbia,2025,0.276377812316865,0.2398551226151752,0.5361430395913155,0.7220370275398739,0.23524221100979703,0.37987872743372375
SYC,Seychelles,2025,0.4343516701913522,0.8108288924262347,0.8763729246487868,0.7363967382942715,0.000701405072742494,0.5971344470892063
SGP,Singapore,2025,0.1540754707366168,0.4071100652871017,0.42068965517241386,0.6286989076362891,0.0003393895513270131,0.31879005961855483
SVK,Slovakia,2025,0.6471067852319922,0.41749140655639366,0.6761174968071519,0.0006872147289604595,0.6481661651243297,0.4987010542865204
SVN,Slovenia,2025,0.6445588197824037,0.7058619973700601,0.9264367816091954,0.9353813016052105,0.6662669411951038,0.7631397970300021
SLB,Solomon Islands,2025,0.5464621499732463,0.45555632454379763,0.7425287356321839,0.7220370275398739,0.6097020159739349,0.5987712222827691
VUT,Vanuatu,2025,0.4114199811450556,0.5386070546981335,0.000582375478927203,0.8246063900712857,0.7047310903454985,0.46702385611910036
ARE,United Arab Emirates,2025,0.039417025505134144,0.09451634484508731,0.2786717752234994,0.21637007026001334,0.08704210693033465,0.13472952421080744
HUN,Hungary,2025,0.3413509312813718,0.20525065171753523,0.4431673052362708,0.0005846453664290477,0.3562911509830984,0.27881522624941
ZZB,Zanzibar,2025,0.00014013809972736769,0.25715735806399515,0.5381864623243934,0.5989537925021796,0.286150643708849,0.3047273319374636
