Country Name,Country Code,Series Name,Series Code,2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Cote d'Ivoire,CIV,Government Effectiveness - Lower bound of the 90% confidence interval for the governance score,GOV_WGI_GE.SC_LB,35.8092778,35.5561828,38.5580206,39.2849528,39.3392385
Cote d'Ivoire,CIV,Government Effectiveness - Standard error of the governance estimate,GOV_WGI_GE.SE,0.1897464,0.1897464,0.1844853,0.1838429,0.1838429
Cote d'Ivoire,CIV,Government Effectiveness - Number of sources,GOV_WGI_GE.SR,11,11,12,13,13
Cote d'Ivoire,CIV,Government Effectiveness - Upper bound of the 90% confidence interval for the governance score,GOV_WGI_GE.SC_UB,47.9106176,47.6575225,50.3238265,51.0097902,51.0640759
Cote d'Ivoire,CIV,Regulatory Quality - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RQ.EST,-0.321199499999999,-0.289141,-0.2155259,-0.1888771,-0.1669572
Cote d'Ivoire,CIV,Regulatory Quality - Governance score (0-100),GOV_WGI_RQ.SC,49.7970195,50.3026275,51.4636422,51.8839317,52.2296396
Cote d'Ivoire,CIV,Regulatory Quality - Lower bound of the 90% confidence interval for the governance score,GOV_WGI_RQ.SC_LB,45.7904635,46.2960716,47.4570863,47.8806089,48.2263169
Cote d'Ivoire,CIV,Regulatory Quality - Number of sources,GOV_WGI_RQ.SR,11,11,11,12,12
Cote d'Ivoire,CIV,Regulatory Quality - Standard error of the governance estimate,GOV_WGI_RQ.SE,0.1549018,0.1549018,0.1549018,0.1547768,0.1547768
Cote d'Ivoire,CIV,Regulatory Quality - Upper bound of the 90% confidence interval for the governance score,GOV_WGI_RQ.SC_UB,53.8035754,54.3091835,55.4701982,55.8872545,56.2329624
Croatia,HRV,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,0.5056587,0.7557995,0.7162336,0.7487411,0.7097625
Croatia,HRV,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,61.1725164,66.0362591,65.266939,65.8990155,65.1411148
Croatia,HRV,Government Effectiveness - Lower bound of the 90% confidence interval for the governance score,GOV_WGI_GE.SC_LB,54.1024296,58.9661723,58.4605345,59.1242833,58.3663827
Croatia,HRV,Government Effectiveness - Standard error of the governance estimate,GOV_WGI_GE.SE,0.2217149,0.2217149,0.2134459,0.2124527,0.2124527
